insee,libelle1,libelle2,voie_num,voie_type,voie_nom,local,voie,CPBIBLIO,CEDEXB,BP,ville,DEPT,REGION,population_legale
17318,Bibliothèque La Baleine,,,rue,de la mairie,,8 Place de l'eglise,17590,,,Saint-Clément-des-Baleines,17,54,730
17323,médiathèque municipale,,25,rue,de la libération,,25 rue de la libération,17650,,,Saint-Denis-d'Oléron,17,54,1403
17327,Bibliothèque municipale,,26,rue,de Saintonge,,26 RUE DE SAINTONGE,17330,,,Saint-Félix,17,54,312
17331,Médiathèque,,6,route,de Jonzac,,6 route de Jonzac,17240,,,Saint-Genis-de-Saintonge,17,54,1309
17333,Mediatheque Municipale,saint-georges de didonne,1,AVENUE,DE LA MER,relais de la cote de beauté,AVENUE DE LA MER,17110,,,Saint-Georges-de-Didonne,17,54,5197
17336,Mediatheque Municipale,,1,CHEMIN,DU LOGIS,,1 CHEMIN DU LOGIS,17810,,,Saint-Georges-des-Coteaux,17,54,2680
17337,Médi@tlantique,,82,rue,du docteur Seguin,Chéray,82 rue du docteur Seguin,17190,,BP21,Saint-Georges-d'Oléron,17,54,3556
17338,,,,,,,,,,,Saint-Georges-du-Bois,17,54,1793
17340,Bibliothèque municipale,"1, route de Péré",4,Rue,du moulin neuf,,4 Rue du moulin neuf,17700,,,Saint-Germain-de-Marencennes,17,54,1280
17344,bibliothèque municipale,,22,avenue,de Saint Jean d'Angély,,22 AVENUE DE SAINT JEAN D'ANGELY,17770,,,Saint-Hilaire-de-Villefranche,17,54,1225
17346,Bibliotheque Municipale,,,,,,7 place Eugène Longrand,17430,,,Saint-Hippolyte,17,54,1461
17347,Bibliotheque Municipale,,,,,Abbaye royale,,17400,,,Saint-Jean-d'Angély,17,54,8307
17349,Bibliothèque Au plaisir de lire,,14,rue,du Docteur Quoy,,14 rue du Docteur Quoy,17170,,,Saint-Jean-de-Liversay,17,54,2537
17351,Bibliothèque municipale,,,rue,du 19 mars 1962,,rue du 19 mars 1962,17320,,,Saint-Just-Luzac,17,54,1919
17353,Bibliothèque municipale,,131,Rue,de la croix des joncs,,131 Rue de la croix des joncs,17450,,,Saint-Laurent-de-la-Prée,17,54,1922
17360,Médiathèque De La Pléiade,,2,rue,de la Rébublique,,2 rue de la Rébublique,17740,,,Sainte-Marie-de-Ré,17,54,3328
17364,Bibliothèque municipale,,5,rue,de la petite chapelle,,5 rue de la petite champagne,17520,,,Saint-Martial-sur-Né,17,54,429
17369,Bibliothèque municipale,,,place,de la république,,20 place de la république,17410,,,Saint-Martin-de-Ré,17,54,2505
17373,Bibliothèque La Meridienne,,,rue,des écoles,,1 rue des écoles,17220,,,Saint-Médard-d'Aunis,17,54,1921
17375,Bibliothèque municipale,,1,Rue,du bourg,1 rue du Bourg,1 Rue du bourg,17780,,,Saint-Nazaire-sur-Charente,17,54,1180
17376,Bibliothèque municipale,,61,rue,Marie Louise Cardin,,61 rue Marie Louise Cardin,17230,,,Saint-Ouen-d'Aunis,17,54,1263
17378,bibliothèque rurale,,,,Le bourg,,Le bourg,17210,,,Saint-Palais-de-Négrignac,17,54,415
17380,Mediatheque Boris Vian,,28,AVENUE,DE VERDUN,,28 AVENUE DE VERDUN,17420,,,Saint-Palais-sur-Mer,17,54,4083
17385,Mediatheque Ernest Et Louis Lessieux,,3,RUE,FRANCK MASSE,,3 RUE FRANCK MASSE,17310,,,Saint-Pierre-d'Oléron,17,54,6831
17387,Bibliotheque Municipale,,34,rue,Nationale,,83 rue Nationale,17250,,,Saint-Porchaire,17,54,1711
17393,bibliothèque municipale,,7,rue,de la poste,,7 rue de la poste,17600,,,Saint-Romain-de-Benet,17,54,1676
17394,Bibliothèque municipale,,24,Rue,de la mairie,,24 Rue de la mairie,17700,,,Saint-Saturnin-du-Bois,17,54,893
17396,Bibliothèque Lire et vous,,4,rue,du 8-Mai-1945,Centre rencontre,,17540,,,Saint-Sauveur-d'Aunis,17,54,1657
17397,Bibliothèque,section du Foyer Rural,,place,de la grange,,place de la grange,17350,,,Saint-Savinien,17,54,2570
17403,Bibliothèque municipale,,18,rue,principale,,06 rue de la salle des Fêtes,17500,,,Saint-Simon-de-Bordes,17,54,714
17406,Bibliothèque municipale,,1,place,Saint Saturnin,,1 place Saint Saturnin,17600,,,Saint-Sornin,17,54,316
17407,Bibliotheque Municipale,LIRE A SAINTE SOULLE,,RUE,DE L AUNIS,HOTEL DE VILLE,RUE DE L AUNIS,17220,,,Sainte-Soulle,17,54,3712
17409,Bibliothèque municipale,,,,Centre Social G. Brassens,,7 Route,17200,,,Saint-Sulpice-de-Royan,17,54,2902
17410,Bibliothèque Municipale,St THOMAS de CÔNAC,2,Place,des anciens combattants,Mairie,Place des anciens combattants,17150,,,Saint-Thomas-de-Conac,17,54,574
17411,Bibliotheque Municipale,DE SAINT TROJAN LES BAINS,66,RUE,DE LA REPUBLIQUE,HOTEL DE VILLE,66 RUE DE LA REPUBLIQUE,17370,,,Saint-Trojan-les-Bains,17,54,1512
17412,bibliothèque municipale,,10,route,de Port la Pierre,,10 ROUTE DE PORT LA  PIERRE,,,,Saint-Vaize,17,54,582
17414,Bibliotheque Municipale De Saint-Xandre,,2,RUE,DES ECOLES,,2 RUE DES ECOLES,17138,,,Saint-Xandre,17,54,4623
17415,Médiathèque François-Mitterrand,,,PLACE,DE L'ECHEVINAGE,BP319,PLACE DE L'ECHEVINAGE,17107,,BP 319,Saintes,17,54,27075
17420,Bibliotheque Municipale,CENTRE DOCUMENTAIRE,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,17220,,,Salles-sur-Mer,17,54,2107
17421,Mediatheque Municipale,EMILE GABORIAU,18,RUE,CARNOT,,18 RUE CARNOT,17600,,,Saujon,17,54,7064
17425,bibliothèque municipale,,2,place,de l'église,,2 place de l'église,17120,,,Semussac,17,54,2124
17429,Bibliotheque Municipale,,7,Place,De Verdun,,7 Place De Verdun,17780,,,Soubise,17,54,2901
17430,Bibliothèque Municipale,,8,Avenue,du Périgord,,8 Avenue du Périgord,17150,,,Soubran,17,54,396
17431,bibliothèque municipale,,2,place,de l'église,,2 place de l'église,17250,,,Soulignonne,17,54,742
17434,Bibliotheque Municipale,,,,,ESPACE ANDRE MALRAUX,,17700,,,Surgères,17,54,6709
17439,Bibliothèque municipale,,1,rue,du marais,,1 rue du marais,17170,,,Taugon,17,54,846
17441,Bibliothèque municipale,,3,impasse,du café,,3 IMPASSE DU CAFE,17460,,,Tesson,17,54,1050
17443,Bibliotheque Municipale,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,17290,,,Thairé,17,54,1542
17444,Mediathénac,Edmond Maguier,6 bis,rue de la paix,,,6 bis rue de la paix,17460,,,Thénac,17,54,1864
17446,Bibliothèque municipale,,4,rue,du centre,,4 RUE DU CENTRE,17160,,,Thors,17,54,438
17447,Bibliothèque Thou Lire,,5,Place,des écoles,,5 Place des écoles,17290,,,Le Thou,17,54,1760
17448,Bibliotheque Communautaire Du Val De Trezence,GRAFFITIS,4,RUE,DE L'EGLISE,,4 RUE DE L'EGLISE,17380,,,Tonnay-Boutonne,17,54,1176
17449,Mediatheque  Municipale,,81,RUE,ALSACE LORRAINE,81 rue Alsace Lorraine,81 RUE ALSACE LORRAINE,17430,,,Tonnay-Charente,17,54,8003
17452,Bibliotheque Municipale,,30,RUE,DE LA SEUDRE,,30 RUE DE LA SEUDRE,17390,,,La Tremblade,17,54,4770
17453,bibliothèque municipale,,"37,avenue de la République",place,du Bicentenaire,"37,avenue de la République",place du Bicentenaire,17250,,,Trizay,17,54,1399
17455,Bibliothèque Municipale Nicole Liot,,1,rue,Paul Burgaud,,1 rue Paul Burgaud,17250,,,La Vallée,17,54,711
17457,Bibliothèque municipale,,7,rue,Charles Henri Percheron,,rue Charles Henri Percheron,17700,,,Vandré,17,54,809
17461,Bibliotheque Municipale,,,RUE,DU 14 ET 15 AVRIL 1945,,RUE DU 14 ET 15 AVRIL 1945,17640,,,Vaux-sur-Mer,17,54,3979
17462,bibliothèque municipale,,26,rue,des deux sources,,26 RUE DES DEUX SOURCES,17100,,,Vénérand,17,54,742
17466,bibliothèque municipale,,13,rue,de la verrerie,,13 rue de la verrerie,17540,,,Vérines,17,54,2155
17472,"Bibliothèque,Amical laique Villedoux",,3 bis,rue,du fiton,,3 bis rue du fiton,17230,,,Villedoux,17,54,1677
17474,Bibliothèque Jean Hervé,,20,route,nationale,,20 ROUTE NATIONALE,17330,,,Villeneuve-la-Comtesse,17,54,769
17484,Bibliothèque municipale,,,Square,Guy rivière,Mairie,Square Guy rivière,17730,,,Port-des-Barques,17,54,1891
17485,Bibliothèque municipale,,,Boulevard,de la plage,mairie,Boulevard de la plage,17370,,,Le Grand-Village-Plage,17,54,1049
18003,Bibliotheque Municipale,,5,RUE,DE LA REPUBLIQUE,,5 RUE DE LA REPUBLIQUE,18220,,,Les Aix-d'Angillon,18,24,1951
18005,Bibliotheque Municipale D Allouis,PLACE DE LA MAIRIE,,,,,,18500,,,Allouis,18,24,986
18011,Bibliotheque Municipale,JEAN RISTAT,,RUE,LAKANAL,,RUE LAKANAL,18410,,,Argent-sur-Sauldre,18,24,2216
18015,Bibliotheque Municipale,,,PLACE,DE LA RESISTANCE,,PLACE DE LA RESISTANCE,18700,,,Aubigny-sur-Nère,18,24,5825
18083,Bibliotheque Municipale,MAURICE ESTEVE,2,RUE,DE LA PECHERIE,,2 RUE DE LA PECHERIE,18270,,,Culan,18,24,799
18087,Bibliotheque Municipale Paul Moreau,,,PLACE,GUSTAVE VINADELLE,,PLACE GUSTAVE VINADELLE,18130,,,Dun-sur-Auron,18,24,4533
18096,Bibliotheque Municipale,LOUIS ARAGON,20,RUE,GASTON CORNAVIN,,20 RUE GASTON CORNAVIN,18500,,,Foëcy,18,24,2107
18097,Bibliotheque Municipale,,,PLACE,PAUL NOVARA,,PLACE PAUL NOVARA,18110,,,Fussy,18,24,2033
18133,Bibliotheque Municipale,BORIS VIAN,,RUE,JACQUES GEORGES,MAIRIE,RUE JACQUES GEORGES,18400,,,Lunery,18,24,1510
18138,Bibliotheque Municipale,MARGUERITE AUDOUX,2,RUE,DU STADE,,2 RUE DU STADE,18500,,,Marmagne,18,24,2074
18141,Bibliotheque Municipale,ALAIN FOURNIER,13,RUE,EMILE ZOLA,,13 RUE EMILE ZOLA,18500,,,Mehun-sur-Yèvre,18,24,6943
18145,Bibliotheque Municipale,,3,RUE,FRANCHE,,3 RUE FRANCHE,18510,,,Menetou-Salon,18,24,1696
18197,Bibliotheque Municipale,CENTRE CULTUREL ISABEL GODIN,31,Cours,COURS MANUEL,,31   COURS MANUEL,18200,,,Saint-Amand-Montrond,18,24,11097
18205,Médiathèque,,,RUE,DES VIGNES,,RUE DES VIGNES,18230,,,Saint-Doulchard,18,24,9492
18207,Mediatheque Municipale,ROBERT DESNOS,19,rue,François Pavillard,,19 rue François Pavillard,18400,Mairie,,Saint-Florent-sur-Cher,18,24,6783
18213,Bibliotheque Municipale,,,RUE,LEONARD HYPPOLYTE ROGER,,RUE LEONARD HYPPOLYTE ROGER,18390,,,Saint-Germain-du-Puy,18,24,5033
18229,Bibliotheque Municipale,,,,,HOTEL DE VILLE,,18110,,,Saint-Palais,18,24,641
18241,Bibliotheque Municipale,,,RUE,DES DEGRES,JARDINS DE PORTE OISON,RUE DES DEGRES,18300,,,Sancerre,18,24,1635
18279,Mediatheque Municipale,PAUL ELUARD,10,RUE,DU GENERAL DE GAULLE,B.P 240,10 RUE DU GENERAL DE GAULLE,18102,CEDEX,BP 240,Vierzon,18,24,27458
19004,bibliothéque,,,,,Le Bourg,,19380,,,Albussac,19,74,694
19005,Bibliotheque Municipale Allassac,,2,PLACE,LIBERTE,,2 PLACE LIBERTE,19240,,,Allassac,19,74,3942
19007,Bibliotheque De L'association  Les Amis Du Livre,MAIRIE D'ALTILLAC,,,AVENUE DES GENERAUX MARBOT,,AVENUE DES GENERAUX MARBOT,19120,,,Altillac,19,74,883
19010,Médiathèque intercommunale du Pays d'Argentat,,,Place,Joseph Faure,,JARDIN PUBLIC,19400,,,Argentat,19,74,3238
19011,Bibliothèque Municipale D'arnac-Pompadour,,44,rue,des écoles,,44 rue des écoles,19230,,,Arnac-Pompadour,19,74,1207
19013,Bibliothèque Municipale,,,,,Salle Polyvalente,,19190,,,Aubazines,19,74,906
19014,Mairie D'auriac,LE BOURG,,,,,,19220,,,Auriac,19,74,230
19015,Bibliotheque Municipale,MICHEL PEYRAMAURE,17,PLACE,LOUIS MAREUSE,,17 PLACE LOUIS MAREUSE,19310,,,Ayen,19,74,743
19016,Mairie,,5,avenue,de la Corrèze,,5 avenue de la Corrèze,19800,,,Bar,19,74,329
19019,Bibliothèque De Beaulieu,,,,,Maison de département,,19120,,,Beaulieu-sur-Dordogne,19,74,1256
19020,Mairie De Beaumont,,,,,le Bourg,,19390,,,Beaumont,19,74,113
19023,Les Amis De La Bibliothèque,,,,,Mairie de Beynat,,19190,,,Beynat,19,74,1295
19026,bibliothèque de Bilhac,,,,,Le bourg,,19120,,,Bilhac,19,74,214
19028,Bibliotheque Municipale De Bort Les Orgues,,15,RUE,DE PIECHECROS,,15 RUE DE PIECHECROS,19110,,,Bort-les-Orgues,19,74,2994
19031,Médiathèque de Brive,,,Place,Charles de Gaulle,B.P 70101,Place Charles de Gaulle B.P 70101,19103,cedex,,Brive-la-Gaillarde,19,74,49582
19032,Agence Postale Communale,,,,Le Bourg,,Le Bourg,19120,,,Brivezac,19,74,187
19033,Bibliotheque Municipale,Rue de la Mairie,,,Rue de la Mairie,,Rue de la Mairie,19170,,,Bugeat,19,74,895
19034,Point Lecture De Camps St Mathurin-Léobazel,,,,,Le Bourg- salle des fêtes,0 0 LE BOURG,19430,,,Camps-Saint-Mathurin-Léobazel,19,74,254
19037,Bibliotheque Municipale,,,voie,du Tacot,,voie du Tacot,19450,,,Chamboulive,19,74,1192
19038,Mairie De Chameyrat,,7,PLACE,DE L'EGLISE,,7 PLACE DE L'EGLISE,19330,,,Chameyrat,19,74,1633
19043,Mairie De La Chapelle Aux Brocs,,,,,,,19360,,,La Chapelle-aux-Brocs,19,74,412
19048,Bibliothèque,,1,rue,de l'auberge,,1 rue de l'auberge,19190,,,Le Chastang,19,74,362
19054,Mairie  De Chenailler-Mascheix,,,,,LE BOURG,,19120,,,Chenailler-Mascheix,19,74,178
19059,Mairie,,,,,bourg,,19350,,,Concèze,19,74,427
19060,Mairie Condat Sur Ganaveix Dépôt Bibliothèque Départementale,,,,,Le Bourg,,19140,,,Condat-sur-Ganaveix,19,74,660
19061,Bibliothèque Municipale,,2,place,Jean-Marie Dauzier,,,19150,,,Cornil,19,74,1435
19062,Bibliothèque Municipale De Corrèze,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,19800,,,Corrèze,19,74,1194
19063,Bibliotheque Municipale,Georges Cabanis,,AVENUE,DU 8 MAI 1945,LE BOURG,AVENUE DU 8 MAI 1945,19360,,,Cosnac,19,74,3041
19066,"Bibliothèque, Point Multimédia ""Marc Chadourne""",,,rue,du 8 mai 1945,,rue du 8 mai 1945,19520,,,Cublac,19,74,1789
19067,Point Lecture De Curemonte,,,,,le bourg,,19500,,,Curemonte,19,74,224
19070,Bibliothèque de Darnets,,,,,,,19300,,,Darnets,19,74,360
19072,Médiathèque Claude Peyraud,,,Place,de Riche,,Place de Riche,19270,,,Donzenac,19,74,2602
19073,Bibliotheque Municipale,,47,AVENUE,CHARLES DE GAULLE,ESPACE VENTADOUR,47 AVENUE CHARLES DE GAULLE,19300,,,Égletons,19,74,5203
19075,Point Lecture Espagnac,,8,RUE,DU 8 MAI,,8 RUE DU 8 MAI,19150,,,Espagnac,19,74,345
19077,Mairie Estivals,,,,LE BOURG,,LE BOURG,19600,,,Estivals,19,74,129
19078,Bibliothèque Municipale D'estivaux,Mairie,,,,,,19410,,,Estivaux,19,74,380
19079,Mairie Eyburie-,,4,rue,de la Mairie,,4 rue de la Mairie,19140,,,Eyburie,19,74,476
19080,Bibliothèque Municipale,,,PLACE,DE LA MAIRIE,Place de la Mairie,PLACE DE LA MAIRIE,19340,,,Eygurande,19,74,712
19081,Mairie D'eyrein,,1,Place,Léon Billot,,1 Place Léon Billot,19800,,,Eyrein,19,74,529
19082,Bibliothèque,,,Place,Jean Bertin,,Place Jean Bertin,19330,,,Favars,19,74,1009
19085,Bibliothèque Municipale,,,,,Le Bourg,,19085,,,Gimel-les-Cascades,19,74,744
19086,Maison Des Services,,2,AVENUE,DE LA XAINTRIE BLANCHE,,2 AVENUE DE LA XAINTRIE BLANCHE,19430,,,Goulles,19,74,342
19089,Point Lecture-Multimédia,,,,,La Bitarelle-Agence postale,,19320,,,Gros-Chastang,19,74,175
19092,Mairie Du Jardin,,,,,Le Bourg,,19300,,,Le Jardin,19,74,87
19094,Médiathèque Municipale De Juillac,,23/25,RUE,GRANDE,,15 RUE GRANDE,19350,,,Juillac,19,74,1161
19096,Mairie,,,,,Le Bourg,,19150,,,Ladignac-sur-Rondelles,19,74,445
19097,Mairie,,,,,Le Bourg,,19320,,,Lafage-sur-Sombre,19,74,122
19098,bibliothèque municipale,,,,,le Bourg,,19150,,,Lagarde-Enval,19,74,796
19100,Mediatheque Municipale,"""MARIMAR""",6,RUE,DES ECOLES,,6 RUE DES ECOLES,19700,,,Lagraulière,19,74,1145
19101,Bibliotheque Laguenne,,3,avenue,du puy du jour,,3 avenue du puy du jour,19150,,,Laguenne,19,74,1509
19102,Mairie De Lamaziere-Basse- Bibliotheque,,,,,LE BOURG,,19160,,,Lamazière-Basse,19,74,307
19106,Bibliotheque Municipale,,22,Avenue,de l'Epinette,"Villa ""Mon Bijou""",,19550,,,Lapleau,19,74,390
19111,Mairie De Laval Sur Luzege,,,,,Le Poteau du Gay,,19550,,,Laval-sur-Luzège,19,74,105
19113,Bibliothèque Municipale De Liginiac,,,,,L'Eau large,,19160,,,Liginiac,19,74,707
19116,Dépôt Mairie,,,,,Le claux,,19120,,,Liourdres,19,74,240
19120,Mairie,,,,,Bourg,,19310,,,Louignac,19,74,226
19121,Médiathèque Intercommunale Lubersac-Auvézère,,,Rue,du Général Souham,,Rue du Général Souham,19210,,,Lubersac,19,74,2337
19123,Bibliotheque Malemortine,,14,AVENUE,JEAN JAURES,MAIRIE DE MALEMORT,14 AVENUE JEAN JAURES,19360,,,Malemort-sur-Corrèze,19,74,7865
19124,Bibliothèque Municipale,,,rue,de l'usine,,RUE DE L'USINE,19520,,,Mansac,19,74,1384
19125,Mediatheque Municipale De Marcillac La Croisille,,,,,MAIRIE,,19320,,,Marcillac-la-Croisille,19,74,878
19126,Commune De Marcillac La Croze,MAIRIE,,,,,,19500,,,Marcillac-la-Croze,19,74,184
19129,Bibliothèque Municipale De Masseret,,1,Place,du champ de foire,,1 Place du champ de foire,19510,,,Masseret,19,74,694
19130,Mairie De Maussac,,,,,,,19250,,,Maussac,19,74,413
19131,Mairie De Meilhards Dépôt De La  Bibliothèque Départementale,,9,rue,du château,,9 rue du château,15510,,,Meilhards,19,74,525
19132,Agence Postale Communale,,,,,LE BOURG,,19190,,,Ménoire,19,74,93
19133,Point Lecture De La Maison Du Département,,,,,Le Bourg,,19430,,,Mercoeur,19,74,257
19134,Bibliotheque Municipale de Merlines,,,Avenue,Paul Vergely,Maison des Troubadours,48 Avenue Paul Vergely,19340,,,Merlines,19,74,807
19136,Bibliotheque Municipale De Meymac,,13,Boulevard,Pré Soubise,,13 Boulevard Pré Soubise,19250,,,Meymac,19,74,2639
19138,Biblio-Médiathèque De Meyssac,,,PLACE,DE LA POSTE,,PLACE DE LA POSTE,19500,,,Meyssac,19,74,1335
19143,Point Lecture Montaignac,Mairie,8,rue,des écoles,Mairie,8 rue des écoles,19300,,,Montaignac-Saint-Hippolyte,19,74,557
19146,Mediatheque De Naves,,1,rue,l'Hotel de ville,MAIRIE DE NAVES,1 rue l'Hotel de ville,19460,,,Naves,19,74,2572
19147,Salle Polyvalente,,,,,,,19600,,,Nespouls,19,74,653
19148,Bibliotheque-Mediatheque Municipale,,,IMPASSE,DE LA FONTAINE DU BERGER,,IMPASSE DE LA FONTAINE DU BERGER,19160,,,Neuvic,19,74,2051
19151,Bibliotheque De Noailles,,,,,Le Bourg,,19600,,,Noailles,19,74,914
19152,Bibliothèque Municipale De Nonards,,,,,La Gare,,19120,,,Nonards,19,74,474
19153,Bibliothèque Municipale,,,PLACE,CHARLES DE GAULLE,,PLACE CHARLES DE GAULLE,19130,,,Objat,19,74,3681
19154,Bibliothèque De Orgnac-Sur-Vézère,,,,,,,,,,Orgnac-sur-Vézère,19,74,307
19157,Mairie De Palisse,,,,Le Bourg,,Le Bourg,19160,,,Palisse,19,74,238
19162,Bibliothèque municipale de Perpezac le Noir,,53,rue,principale,,53 rue principale,19410,,,Perpezac-le-Noir,19,74,1107
19164,Médiatheque de Peyrelevade,Le Bourg,,,,,,19290,,,Peyrelevade,19,74,838
19166,Mairie,,,,,Le Bourg,,19450,,,Pierrefitte,19,74,79
19170,Commune De Queyssac Les Vignes,,,,,Le bourg,,19120,,,Queyssac-les-Vignes,19,74,219
19181,Bibliotheque Municipale De Saint-Augustin,MAIRIE,,,,LE FOIRAIL,,19390,,,Saint-Augustin,19,74,464
19182,Mairie De Saint-Aulaire,,,,,Bellevue,,19130,,,Saint-Aulaire,19,74,873
19188,Bibliothèque municipale,,,,,Le Bourg,,19410,,,Saint-Bonnet-l'Enfantier,19,74,356
19191,Mairie De Saint Cernin De Larche,,,,Le Bourg,,Le Bourg,19600,,,Saint-Cernin-de-Larche,19,74,635
19194,Médiathèque Saint Clément,,,,Jardin du 19 mars 1962,Le Bourg,le bourg Jardin du 19 mars 1962,19700,,,Saint-Clément,19,74,1329
19202,Bibliotheque Municipale,Sainte Féréole,,PLACE,DE L'EGLISE,MAIRIE SAINTE FEREOLE,Place de l'église,19270,,,Sainte-Féréole,19,74,1881
19203,Bibliothèque Municipale,,,,,,,19490,,,Sainte-Fortunade,19,74,1875
19213,Médiathèque De St Jal,,2,rue,de la Forge,,2 RUE DE LA FORGE,19700,,,Saint-Jal,19,74,659
19218,Foyer Rural Saint Julien Pres Bort,Salle Bredèche - Mairie,,,,Le Bourg,,19110,,,Saint-Julien-près-Bort,19,74,441
19222,Bibliothèque Municipale,,,,,Rue des Commerces,,19320,,,Saint-Martin-la-Méanne,19,74,365
19225,Mairie De Saint Merd De Lapleau,,,,,Le Bourg,,19320,,,Saint-Merd-de-Lapleau,19,74,174
19226,Mairie De Saint Merd Les Oussines,,,,,Le Bourg,,19170,,,Saint-Merd-les-Oussines,19,74,135
19227,Mairie,,,rue,Fond du Bourg,,rue Fond du Bourg,19330,,,Saint-Mexant,19,74,1214
19228,Mairie De Saint Pantaleon De Lapleau,,,,Le Bourg,,Le Bourg,19160,,,Saint-Pantaléon-de-Lapleau,19,74,74
19229,Bibliothèque Municipale,,,rue,du 19 mars,,rue du 19 mars,19600,,,Saint-Pantaléon-de-Larche,19,74,4792
19231,Mairie De Saint Pardoux La Croisille,LE BOURG,,,,Le Bourg,,19320,,,Saint-Pardoux-la-Croisille,19,74,177
19234,Bibliothèque Municipale De Saint-Pardoux L'ortigier,Mairie,,,,Le Bourg,,19270,,,Saint-Pardoux-l'Ortigier,19,74,487
19237,Bibliothèque Municipale,,,RUE,DES ECOLES,Rue des Ecoles,RUE DES ECOLES,19220,,,Saint-Privat,19,74,1123
19239,Point Lecture De Saint Robert,,,place,de la prevote,,place de la prevote,19310,,,Saint-Robert,19,74,348
19246,Médiathèque De Saint-Viance,,6,Place de l'Eglise,,,6 Place de l'Eglise,19240,,,Saint-Viance,19,74,1736
19248,L'ivre De Lecture,,4,place de l'église,,,4 place de l'église,19140,,,Saint-Ybard,19,74,684
19249,Mairie De Saint Yrieix Le Dejalat,MAIRIE,6,rue,de la mairie,Le Bourg,6 RUE DE LA MAIRIE,19300,,,Saint-Yrieix-le-Déjalat,19,74,399
19250,Bibliothèque De Salon La Tour,,,rue,des écoles,,rue des écoles,19510,,,Salon-la-Tour,19,74,707
19251,Bibliotheque Du Musee Du President Jacques Chirac,,,,,,,19800,,,Sarran,19,74,262
19255,Médiathèque De Seilhac,,4,Avenue,Jean Vinatier,,4 Avenue Jean Vinatier,19700,,,Seilhac,19,74,1764
19256,Bibliotheque Municipale,Mairie,,,,Le Bourg,,19160,,,Sérandon,19,74,371
19257,Bibliothèque De Sérilhac,,,,,,,,,,Sérilhac,19,74,281
19258,Bibliotheque Communale,,2,CHEMIN,DU PAS DES HORTS,,2 CHEMIN DU PAS DES HORTS,19220,,,Servières-le-Château,19,74,689
19259,Mairie De Sexcles,,,,,Le Bourg,,19430,,,Sexcles,19,74,233
19261,Bibliothèque De Sornac,,5,Place,de l'Eglise,,5 Place de l'Eglise,19290,,,Sornac,19,74,855
19264,Bibliothèque De Soursac,,,,,le bourg,,19550,,,Soursac,19,74,508
19269,Médiathèque intercommunale Vézère-Monédières,,15,Avenue,Général De Gaulle,,,19260,,,Treignac,19,74,1441
19270,Mairie De Troche,,38,avenue,des 3 roches,,38 avenue des 3 roches,19230,,,Troche,19,74,544
19271,Salle Polyvalente De La Mairie De Tudeils,,,,,SOUS-SOL SALLE POLYVALENTE,,19120,,,Tudeils,19,74,269
19272,Mediatheque Intercommunale Eric Rohmer,,,AVENUE,WINSTON CHURCHILL,BP 562,AVENUE WINSTON CHURCHILL,19000,,,Tulle,19,74,15619
19273,Bibliothèque,Salle Eleorore de Berg,,,,,,19500,,,Turenne,19,74,805
19274,Point Lecture D'ussac,,,,,Le Bourg,,19270,,,Ussac,19,74,4142
19275,Mediatheque Intercommunale Haute-Correze,,24,AVENUE,CARNOT,,24 AVENUE CARNOT,19200,,,Ussel,19,74,10439
19276,Mediatheque Municipale,Simone de Beauvoir,,IMPASSE,DES HEREDIES,,Impasse des Hérédies,19140,,,Uzerche,19,74,3115
19278,Médiathèque Henry de Jouvenel,,,Place,Henry de Jouvenel,,Place Henry de Jouvenel,19240,,,Varetz,19,74,2325
19279,Mairie De Vars Sur Roseix,,4,rue,des écoles,,4 rue des écoles,19130,,,Vars-sur-Roseix,19,74,335
19285,Bibliothèque De Vigeois,,1,Place,de la Mairie,,1 Place de la Mairie,19410,,,Vigeois,19,74,1248
19286,Bibliothèque Vignols,,3,rue,des viaduc,,3 rue des viaduc,19130,,,Vignols,19,74,609
19288,Médiathèque de Voutezac,,,place,de la République,Mairie,,19130,,,Voutezac,19,74,1407
19289,Mairie D'yssandon,,,,La Prodelie,La  prodelie,La Prodelie,19310,,,Yssandon,19,74,734
21005,Bibliotheque Municipale,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,21110,,,Aiserey,21,26,1362
21023,Bibliotheque Centre Social,,6 BIS,PLACE,BONAVENTURE DES PERIERS,,6 BIS PLACE BONAVENTURE DES PERIERS,21230,,,Arnay-le-Duc,21,26,1674
21027,Bibliotheque Municipale,,,,,MAIRIE,,21380,,,Asnières-lès-Dijon,21,26,1224
21038,Bibliothèque Municipale,,,PASSAGE,XAVIER GIRAULT,,PASSAGE XAVIER GIRAULT,21130,,,Auxonne,21,26,7856
21048,Bibliotheque Municipale,,5,grande rue,,,5 grande rue,21910,,,Barges,21,26,487
21054,Bibliotheque Municipale,,11,PLACE,MAREY,BP 60097,11 PLACE MAREY,21203,CEDEX,BP 97,Beaune,21,26,22623
21056,Bibliotheque Municipale,,,CHEMIN,DE LETTREE,,CHEMIN DE LETTREE,21110,,,Beire-le-Châtel,21,26,810
21059,Bibliotheque Municipale,,7,RUE DES ECOLES,,,7 RUE DES ECOLES,21490,,,Bellefond,21,26,786
