Mairie gestionnaire;Type d'équipement;Désignation_longue;AP_num;AP_cnu;AP_cp;Ap_voie
MAIRIE DU 10E;Crèche collective;CRÈCHE COLLECTIVE 15, RUE LOUIS BLANC;15;;75010;RUE LOUIS BLANC
MAIRIE DU 10E;Crèche collective;CRÈCHE COLLECTIVE 64 BIS, AVENUE CLAUDE VELLEFAUX  1ER ET 2E ÉTAGE;64;B;75010;AVENUE CLAUDE VELLEFAUX
MAIRIE DU 10E;Crèche collective;CRÈCHE COLLECTIVE 66 BIS, AVENUE CLAUDE VELLEFAUX  3E ET 4E ÉTAGE;66;B;75010;AVENUE CLAUDE VELLEFAUX
MAIRIE DU 10E;Gymnase;GYMNASE CHATEAU LANDON;46;;75010;RUE DU CHATEAU LANDON
MAIRIE DU 10E;Salles de sports;SALLE DE SPORT BUISSON SAINT-LOUIS;2;;75010;RUE DU BUISSON SAINT-LOUIS
MAIRIE DU 10E;Centre d'animation;CENTRE D'ANIMATION ESPACE CHATEAU LANDON;31;;75010;RUE DU CHATEAU LANDON
MAIRIE DU 11E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE-VIDEOTHEQUE MUNICIPALE PARMENTIER;20;B;75011;AVENUE PARMENTIER
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 11 BIS AV PARMENTIER;11;B;75011;AVENUE PARMENTIER
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 13 BD RICHARD LENOIR;13;;75011;BOULEVARD RICHARD LENOIR
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE ALBERT TOURNAIRE;2;;75012;PLACE MAZAS
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE COURTELINE;60;W;75012;BOULEVARD DE PICPUS
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE TROUSSEAU;6;;75012;RUE ANTOINE VOLLON
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 14-16, RUE PIERRE BOURDAN;14;;75012;RUE PIERRE BOURDAN
MAIRIE DU 12E;Terrain d'éducation physique;TEP CARDINAL LAVIGERIE;2;;75012;RUE JOSEPH CHAILLEY
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 173 RUE CHATEAU DES RENTIERS;173;;75013;RUE DU CHATEAU DES RENTIERS
MAIRIE DU 13E;Ecole polyvalente;ECOLE POLYVALENTE 21 RUE PRIMO LEVI;21;;75013;RUE PRIMO LEVI
MAIRIE DU 13E;Ecole polyvalente;ECOLE POLYVALENTE 40 RUE DU CHÂTEAU DES RENTIERS;40;;75013;RUE DU CHATEAU DES RENTIERS
MAIRIE DU 13E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS RUE CAILLAUX;11;;75013;RUE CAILLAUX
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA DALLE D'IVRY;28;;75013;AVENUE DE CHOISY
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN DES ECOLES;22;;75013;RUE THOMAS MANN
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN BIOPARK;11;;75013;RUE WATT
MAIRIE DU 13E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE SAINTE-HELENE;2;;75013;RUE DE SAINTE-HELENE
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 12 RUE DUMERIL;12;;75013;RUE DUMERIL
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 3 PASSAGE CHANVIN;3;;75013;PASSAGE CHANVIN
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 58 RUE CLISSON;58;;75013;RUE CLISSON
MAIRIE DU 13E;Halte-garderie;HALTE-GARDERIE 23 RUE RECULETTES;23;;75013;RUE DES RECULETTES
MAIRIE DU 13E;Halte-garderie;HALTE-GARDERIE 69 BD BLANQUI;69;;75013;BOULEVARD AUGUSTE BLANQUI
MAIRIE DU 13E;Jardins d'enfants;JARDIN D'ENFANTS 5 RUE DOCTEUR VICTOR HUTINEL;5;;75013;RUE DU DOCTEUR VICTOR HUTINEL
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 87 BD ARAGO;87;;75014;BOULEVARD ARAGO
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN DES COLONNES;5;C;75014;PLACE DE SEOUL
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN DES SUISSES;6;;75014;RUE DES SUISSES
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN D'IMMEUBLES MAURICE NOGUES;9;;75014;RUE MAURICE NOGUES
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN ALBERTO GIACOMETTI;1;;75014;RUE DES THERMOPYLES
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA DALLE DU PERIPHERIQUE PORTE DE VANVES;25;V;75014;AVENUE DE LA PORTE DE VANVES
MAIRIE DU 14E;Jardinet décoratif, plate-bande;JARDINET BRUNE VERCINGETORIX;3;;75014;BOULEVARD BRUNE
MAIRIE DU 14E;Jardinet décoratif, plate-bande;PLATE-BANDE DU BOULEVARD EDGAR QUINET;3;;75014;BOULEVARD EDGAR QUINET
MAIRIE DU 14E;Terre-plein, jardinière;JARDINIERE DE LA RUE ALAIN;26;;75014;RUE ALAIN
MAIRIE DU 14E;Terre-plein, jardinière;PLATE-BANDE DU CARREFOUR ALESIA - DIDOT;165;;75014;RUE D' ALESIA
MAIRIE DU 14E;Crèche collective;CRÈCHE COLLECTIVE 156, RUE RAYMOND LOSSERAND;156;;75014;RUE RAYMOND LOSSERAND
MAIRIE DU 14E;Halte-garderie;HALTE-GARDERIE 25 BIS, RUE DE LA GAÎTÉ;25;;75014;RUE DE LA GAITE
MAIRIE DU 14E;Halte-garderie;HALTE-GARDERIE 4, SQUARE ANDRÉ LICHTENBERGER;4;;75014;SQUARE ANDRE LICHTENBERGER
MAIRIE DU 14E;Terrain d'éducation physique;TEP MOUCHOTTE;33;;75014;RUE DU COMMANDANT RENE MOUCHOTTE
MAIRIE DU 14E;Terrain de tennis;TENNIS FRIANT;1;b;75014;RUE FRIANT
MAIRIE DU 14E;Gymnase;GYMNASE AUGUSTE RENOIR;1;;75014;SQUARE AUGUSTE RENOIR
MAIRIE DU 14E;Gymnase;GYMNASE HUYGHENS;10;;75014;RUE HUYGHENS
MAIRIE DU 14E;Gymnase;GYMNASE DU CANGE;11;;75014;RUE DU CANGE
MAIRIE DU 15E;Bibliothèque;BIBLIOTHEQUE MUNICIPALE GUTENBERG;8;;75015;RUE DE LA MONTAGNE D'AULAS
MAIRIE DU 15E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE VAUGIRARD;154;;75015;RUE LECOURBE
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 102 RUE ALLERAY;102;;75015;RUE D' ALLERAY
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 17 RUE VOLONTAIRES;17;;75015;RUE DES VOLONTAIRES
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 5 RUE LACORDAIRE;5;;75015;RUE LACORDAIRE
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 66 RUE PROCESSION;66;;75015;RUE DE LA PROCESSION
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE A 33 RUE AMIRAL ROUSSIN;33;;75015;RUE DE L' AMIRAL ROUSSIN
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 56 AV FELIX FAURE;56;;75015;AVENUE FELIX FAURE
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 17 RUE VIGEE-LEBRUN;17;;75015;RUE VIGEE-LEBRUN
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 81 RUE MADEMOISELLE;81;;75015;RUE MADEMOISELLE
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 10 RUE EMERIAU;10;;75015;RUE EMERIAU
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;JARDIN D'IMMEUBLES ALBERT BARTHOLOME - BRANCION;28;;75015;AVENUE ALBERT BARTHOLOME
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;JARDIN DU GRAND PAVOIS;187;;75015;RUE DE LOURMEL
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE CASTAGNARY - JACQUES BAUDRY;115;;75015;RUE CASTAGNARY
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE DU CARDINAL VERDIER;1;;75015;RUE THUREAU-DANGIN
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE JEAN COCTEAU;122;;75015;AVENUE FELIX FAURE
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE NECKER;1;;75015;RUE TESSIER
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE PAUL GILOT;38;B;75015;RUE DE LA CONVENTION
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;JARDIN DES MERES ET GRAND-MERES DE LA PLACE DE MAI;9;;75015;ROND POINT DU PONT MIRABEAU
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 13, RUE CAUCHY;13;;75015;RUE CAUCHY
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 19, RUE CHARLES LECOCQ  - ART. 30 (PEOPLE & BABY);19;;75015;RUE CHARLES LECOCQ
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 71, AVENUE FÉLIX FAURE - CÔTÉ RUE;71;;75015;AVENUE FELIX FAURE
MAIRIE DU 15E;Halte-garderie;HALTE-GARDERIE 29-33 RUE EMERIAU;29;;75015;RUE EMERIAU
MAIRIE DU 15E;Halte-garderie;HALTE-GARDERIE 4, RUE ANDRÉ GIDE  -  ART 30 (CRESCENDO);4;;75015;RUE ANDRE GIDE
MAIRIE DU 15E;Terrain d'éducation physique;TEP PAUL BARRUEL;24;;75015;RUE PAUL BARRUEL
MAIRIE DU 15E;Terrain d'éducation physique;TEP PERICHAUX;127;;75015;BOULEVARD LEFEBVRE
MAIRIE DU 15E;Mur d'escalade d'extérieur;MUR EXTERIEUR D'ESCALADE MOURLON;19;;75015;RUE GASTON DE CAILLAVET
MAIRIE DU 15E;Gymnase;GYMNASE SAINT-LAMBERT;8;;75015;RUE SAINT-LAMBERT
MAIRIE DU 15E;Gymnase;GYMNASE DU CS LA PLAINE;13;;75015;RUE DU GENERAL GUILLAUMAT
MAIRIE DU 15E;Salles de sports;SALLES DE SPORT SABLONNIERE;62;;75015;RUE CAMBRONNE
MAIRIE DU 15E;Bain-douche;BAINS-DOUCHES CASTAGNARY;34;;75015;RUE CASTAGNARY
MAIRIE DU 16E;Bibliothèque;BIBLIOTHEQUE MUNICIPALE MUSSET;20;;75016;RUE DE MUSSET
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 130 RUE LONGCHAMP;130;;75016;RUE DE LONGCHAMP
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 141 AV VERSAILLES;141;;75016;AVENUE DE VERSAILLES
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 18 RUE GROS;18;;75016;RUE GROS
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 64 RUE CHARDON-LAGACHE;64;;75016;RUE CHARDON-LAGACHE
MAIRIE DU 16E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 51 RUE MICHEL-ANGE;51;;75016;RUE MICHEL-ANGE
MAIRIE DU 16E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 54 RUE BOISSIERE;54;;75016;RUE BOISSIERE
MAIRIE DU 16E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 18 RUE PAUL VALERY;18;;75016;RUE PAUL VALERY
MAIRIE DU 16E;Ecole polyvalente;ECOLE POLYVALENTE 3 IMP BELLES-FEUILLES;3;;75016;IMPASSE DES BELLES FEUILLES
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;JARDIN DU GENERAL ANSELIN;1;;75016;AVENUE DE POLOGNE
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;SQUARE ANNA DE NOAILLES;46;;75016;BOULEVARD DE L' AMIRAL BRUIX
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;SQUARE TOLSTOI;1;X;75016;AVENUE DU MARECHAL LYAUTEY
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;JARDINS DE LA PORTE DE SAINT CLOUD;38;;;AVENUE FERDINAND BUISSON
MAIRIE DU 16E;Crèche collective;MINI CRÈCHE 8, RUE D'ANKARA - ART. 30 (CRESCENDO);8;;75016;RUE D' ANKARA
MAIRIE DU 16E;Halte-garderie;HALTE-GARDERIE 17, RUE DE CHAILLOT;17;;75016;RUE DE CHAILLOT
MAIRIE DU 16E;Halte-garderie;HALTE-GARDERIE 73, BOULEVARD FLANDRIN;73;;75016;BOULEVARD FLANDRIN
MAIRIE DU 16E;Halte-garderie;HALTE-GARDERIE 8, RUE D'ANKARA  - ART. 30 (CRESCENDO);8;;75016;RUE D' ANKARA
MAIRIE DU 16E;Crèche familiale;SECTION DE CRÈCHE FAMILIALE 128, RUE DE LONGCHAMP;128;;75016;RUE DE LONGCHAMP
MAIRIE DU 16E;Terrain d'éducation physique;TEP SUCHET;25;;75016;AVENUE DU MARECHAL FRANCHET D'ESPEREY
MAIRIE DU 17E;Ecole maternelle & annexes;ECOLE MATERNELLE 16 RUE DAUTANCOURT;16;;75017;RUE DAUTANCOURT
MAIRIE DU 17E;Ecole maternelle & annexes;ECOLE MATERNELLE 31 RUE DES RENAUDES;31;;75017;RUE DES RENAUDES
MAIRIE DU 17E;Ecole maternelle & annexes;ECOLE MATERNELLE 44 RUE EPINETTES;44;;75017;RUE DES EPINETTES
MAIRIE DU 17E;Ecole maternelle & annexes;ECOLE MATERNELLE 8 RUE TAPISSERIES;8;;75017;RUE DES TAPISSERIES
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 42 RUE POUCHET;42;;75017;RUE POUCHET
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 5 RUE JACQUES KELLNER;5;;75017;RUE JACQUES KELLNER
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 92 BD BESSIERES;92;;75017;BOULEVARD BESSIERES
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 105 RUE LEMERCIER;105;;75017;RUE LEMERCIER
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 112 BD BERTHIER;112;;75017;BOULEVARD BERTHIER
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 18 RUE AMPERE;18;;75017;RUE AMPERE
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 19 RUE CAPITAINE LAGACHE;19;;75017;RUE DU CAPITAINE LAGACHE
MAIRIE DU 17E;Mairie d'arrondissement;MAIRIE DU 17E ARRONDISSEMENT;16;;75017;RUE DES BATIGNOLLES
MAIRIE DU 17E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS RUE LANTIEZ;25;;75017;RUE LANTIEZ
MAIRIE DU  1ER;Ecole maternelle & annexes;ECOLE MATERNELLE 27 RUE LA SOURDIERE;27;;75001;RUE DE LA SOURDIERE
MAIRIE DU  1ER;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 11 RUE ARGENTEUIL;11;;75001;RUE D' ARGENTEUIL
MAIRIE DU  1ER;Crèche collective;CRÈCHE COLLECTIVE 132, RUE RAMBUTEAU;132;;75001;RUE RAMBUTEAU
MAIRIE DU  2E;Ecole maternelle & annexes;ECOLE MATERNELLE 12 RUE DUSSOUBS;12;;75002;RUE DUSSOUBS
MAIRIE DU  2E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 3 RUE JUSSIENNE;3;;75002;RUE DE LA JUSSIENNE
MAIRIE DU  2E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 6 RUE DE LOUVOIS;6;;75002;RUE DE LOUVOIS
MAIRIE DU  2E;Jardinet décoratif, plate-bande;JARDINETS ANGLE DES RUES DES PETITS CARREAUX - ABOUKIR;41;;75002;RUE DES PETITS CARREAUX
MAIRIE DU  2E;Jardinet décoratif, plate-bande;JARDINIERE DE LA PLACE GOLDONI;;;75002;PLACE GOLDONI
MAIRIE DU  2E;Crèche collective;"CRÈCHE COLLECTIVE 5, PLACE DES PETITS PÈRES - ART 30 SAS ""LA MAISON BLEUE""";5;;75002;PLACE DES PETITS PERES
MAIRIE DU  2E;Crèche collective;CRÈCHE COLLECTIVE 8-10, RUE THOREL;8;;75002;RUE THOREL
MAIRIE DU  2E;Halte-garderie;HALTE-GARDERIE 54/58, RUE MONTMARTRE;54;;75002;RUE MONTMARTRE
MAIRIE DU  2E;Halte-garderie;HALTE-GARDERIE 8, RUE DE LA BANQUE;8;;75002;RUE DE LA BANQUE
MAIRIE DU  3E;Ecole maternelle & annexes;ECOLE MATERNELLE 25 RUE CHAPON;25;;75003;RUE CHAPON
MAIRIE DU  3E;Ecole maternelle & annexes;ECOLE MATERNELLE 5 RUE BRANTOME;5;;75003;RUE BRANTOME
MAIRIE DU  3E;Ecole polyvalente;ECOLE POLYVALENTE 211 RUE SAINT-MARTIN;211;;75003;RUE SAINT-MARTIN
MAIRIE DU  3E;Jardinet décoratif, plate-bande;JARDINET DE L'EGLISE SAINT-NICOLAS DES CHAMPS;252;V;75003;RUE SAINT-MARTIN
MAIRIE DU  4E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 16 RUE RENARD;16;;75004;RUE DU RENARD
MAIRIE DU  4E;Mairie d'arrondissement;MAIRIE DU 4E ARRONDISSEMENT;2;;75004;PLACE BAUDOYER
MAIRIE DU  4E;Annexe de Mairie d'arrondissement;ANNEXE MAIRIE D'ARRONDISSEMENT DU 4E BARRES;17;;75004;RUE DES BARRES
MAIRIE DU  4E;Salle polyvalente (multi-usages);ESPACE DANIMATION DES BLANCS MANTEAUX;48;;75004;RUE VIEILLE DU TEMPLE
MAIRIE DU  4E;Promenade ouverte, mail planté, jardin, square;JARDIN DU PASSAGE DE L'HOTEL DE SENS;4;;75004;RUE DES NONNAINS D'HYERES
MAIRIE DU  4E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE DES URSINS;4;;75004;RUE DES URSINS
MAIRIE DU  4E;Crèche collective;CRÈCHE COLLECTIVE 3, RUE LOBAU - HÔTEL DE VILLE;3;;75004;RUE DE LOBAU
MAIRIE DU  4E;Crèche collective;CRÈCHE COLLECTIVE 8, RUE EGINHARD;8;;75004;RUE EGINHARD
MAIRIE DU  4E;Halte-garderie;HALTE-GARDERIE 22 TER, RUE DES JARDINS SAINT PAUL;22;T;75004;RUE DES JARDINS SAINT-PAUL
MAIRIE DU  4E;Terrain d'éducation physique;TEP DES JARDINS SAINT PAUL;9;;75004;RUE CHARLEMAGNE
MAIRIE DU  4E;Gymnase;GYMNASE SAINT-MERRI;16;;75004;RUE DU RENARD
MAIRIE DU  5E;Bibliothèque;BIBLIOTHEQUE MUNICIPALE L'HEURE JOYEUSE;6;;75005;RUE DES PRETRES SAINT-SEVERIN
MAIRIE DU  5E;Médiathèque;BIBLIOTHEQUE RAINER MARIA RILKE;88;T;75005;BOULEVARD DE PORT-ROYAL
MAIRIE DU  5E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 14 RUE VICTOR COUSIN;14;;75005;RUE VICTOR COUSIN
MAIRIE DU  5E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 28 RUE SAINT-JACQUES;28;;75005;RUE SAINT-JACQUES
MAIRIE DU  5E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS 4 RUE DES ARENES;4;;75005;RUE DES ARENES
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;JARDIN DU CLOITRE SAINT-SEVERIN;3;;75005;RUE DES PRETRES SAINT-SEVERIN
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE ORTOLAN;15;;75005;RUE SAINT-MEDARD
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;SQUARE SAINT-MEDARD;36;;75005;RUE CENSIER
MAIRIE DU  5E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE LHOMOND;25;;75005;RUE LHOMOND
MAIRIE DU  5E;Jardinet décoratif, plate-bande;PLATE BANDE DE LA RUE DES BERNARDINS;4;;75005;RUE DES BERNARDINS
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 30, RUE POLIVEAU;30;;75005;RUE POLIVEAU
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 4, RUE JEAN CALVIN;4;;75005;RUE JEAN CALVIN
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 88 TER, BOULEVARD PORT ROYAL 3E ÉTAGE;88;T;75005;BOULEVARD DE PORT-ROYAL
MAIRIE DU  5E;Terrain d'éducation physique;TEP POLIVEAU;39;B;75005;RUE POLIVEAU
MAIRIE DU  5E;Gymnase;GYMNASE DES PATRIARCHES;6;;75005;PLACE BERNARD HALPERN
MAIRIE DU  5E;Gymnase;GYMNASE ORTOLAN;18;;75005;RUE ORTOLAN
MAIRIE DU  6E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE ANDRE MALRAUX;112;;75006;RUE DE RENNES
MAIRIE DU  6E;Ecole maternelle & annexes;ECOLE MATERNELLE 39 RUE SAINT-ANDRE DES ARTS;39;;75006;RUE SAINT-ANDRE DES ARTS
MAIRIE DU  6E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 6 RUE LITTRE;6;;75006;RUE LITTRE
MAIRIE DU  6E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS RUE SAINT-ANDRÉ DES ARTS;60;;75006;RUE SAINT-ANDRE DES ARTS
MAIRIE DU  6E;Promenade ouverte, mail planté, jardin, square;SQUARE FELIX DESRUELLES;168;B;75006;BOULEVARD SAINT-GERMAIN
MAIRIE DU  6E;Promenade ouverte, mail planté, jardin, square;SQUARE LAURENT PRACHES;1;;75006;PLACE SAINT-GERMAIN DES PRES
MAIRIE DU  6E;Jardinet décoratif, plate-bande;JARDINET DE LA MAIRIE DU VIEME;78;;75006;RUE BONAPARTE
MAIRIE DU  6E;Crèche collective;CRÈCHE COLLECTIVE 14, RUE DE FLEURUS;14;;75006;RUE DE FLEURUS
MAIRIE DU  6E;Crèche collective;CRÈCHE COLLECTIVE 21, RUE GARANCIÈRE;21;;75006;RUE GARANCIERE
MAIRIE DU  6E;Gymnase;GYMNASE VAUGIRARD LITTRE;87;;75006;RUE DE VAUGIRARD
MAIRIE DU  6E;Centre d'animation;ANNEXE CENTRE DANIMATION SAINT MICHEL;19;B;75006;RUE HAUTEFEUILLE
MAIRIE DU  7E;Ecole maternelle & annexes;ECOLE MATERNELLE 14 RUE EBLE;14;;75007;RUE EBLE
MAIRIE DU  7E;Ecole maternelle & annexes;ECOLE MATERNELLE 28 AV RAPP;28;;75007;AVENUE RAPP
MAIRIE DU  7E;Salle polyvalente (multi-usages);SALLES JEAN NICOT;7;;75007;RUE JEAN NICOT
MAIRIE DU  7E;Promenade ouverte, mail planté, jardin, square;SQUARE DE L'ABBE ESQUERRE;1;V;75007;PLACE DU PRESIDENT MITHOUARD
MAIRIE DU  7E;Promenade ouverte, mail planté, jardin, square;SQUARE PIERRE DE GAULLE;2;;75007;PLACE DU PRESIDENT MITHOUARD
MAIRIE DU  7E;Promenade ouverte, mail planté, jardin, square;SQUARE SAMUEL ROUSSEAU;28;b;75007;RUE LAS CASES
MAIRIE DU  7E;Jardinet décoratif, plate-bande;JARDINET DE LA MAIRIE DU VIIEME;116;;75007;RUE DE GRENELLE
MAIRIE DU  7E;Jardinet décoratif, plate-bande;JARDINET DE LA PLACE DE FONTENOY;2;V;75007;PLACE DE FONTENOY
MAIRIE DU  7E;Jardinet décoratif, plate-bande;PLATE BANDE DE LA RUE COGNACQ-JAY;11;;75007;RUE COGNACQ-JAY
MAIRIE DU  7E;Crèche collective;CRÈCHE COLLECTIVE 14,  RUE D'ESTRÉES;14;;75007;RUE D' ESTREES
MAIRIE DU  7E;Crèche collective;CRÈCHE COLLECTIVE 164 BIS, RUE DE GRENELLE;164;B;75007;RUE DE GRENELLE
MAIRIE DU  7E;Crèche familiale;CRÈCHE FAMILIALE 145, RUE DE L'UNIVERSITÉ;145;;75007;RUE DE L' UNIVERSITE
MAIRIE DU  8E;Ecole maternelle & annexes;ECOLE MATERNELLE 16 RUE ROQUEPINE;16;;75008;RUE ROQUEPINE
MAIRIE DU  8E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 12 BIS RUE BIENFAISANCE;12;B;75008;RUE DE LA BIENFAISANCE
MAIRIE DU  8E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 18 RUE SURENE;18;;75008;RUE DE SURENE
MAIRIE DU  8E;Ecole polyvalente;ANNEXE ECOLE POLYVALENTE DU 15 RUE DE MONCEAU;12;;75008;RUE DE MONCEAU
MAIRIE DU  8E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA MAIRIE DU VIIIEME;13;;75008;RUE DU GENERAL FOY
MAIRIE DU 17E;Gymnase;GYMNASE COURCELLES;209;;75017;RUE DE COURCELLES
MAIRIE DU 17E;Antenne action jeunes information;ANTENNE JEUNES LOUCHEUR;3;;75017;RUE LOUIS LOUCHEUR
MAIRIE DU 18E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE DE LA GOUTTE D'OR;2;;75018;RUE FLEURY
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 37 RUE DE PAJOL;37;;75018;RUE PAJOL
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 1 PL CONSTANTIN PECQUEUR;1;;75018;PLACE CONSTANTIN PECQUEUR
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 131 RUE BELLIARD;131;;75018;RUE BELLIARD
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 RUE VAUVENARGUES;2;;75018;RUE VAUVENARGUES
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 29 RUE MARCADET;29;;75018;RUE MARCADET
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 3 RUE FERDINAND FLOCON;3;;75018;RUE FERDINAND FLOCON
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 5 RUE CARPEAUX;5;;75018;RUE CARPEAUX
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 53 BIS RUE MARX DORMOY;53;B;75018;RUE MARX DORMOY
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 7 RUE TCHAIKOVSKI;7;;75018;RUE TCHAIKOVSKI
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 7 RUE TORCY;7;;75018;RUE DE TORCY
