Mairie gestionnaire;Type d'équipement;Désignation_longue;AP_num;AP_cnu;AP_cp;Ap_voie
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;JARDIN EMILE GALLE;32;;75011;RUE NEUVE DES BOULETS
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE JULES VERNE;1;;75011;RUE JULES VERNE
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE RAOUL NORDLING;34;;75011;RUE SAINT-BERNARD
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE FRANCIS LEMARQUE;90;b;75011;RUE DE LA ROQUETTE
MAIRIE DU 11E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE ALPHONSE BAUDIN;13;;75011;RUE ALPHONSE BAUDIN
MAIRIE DU 11E;Jardinet décoratif, plate-bande;JARDINIERES ET PLACETTE LEON BLUM;1;X;75011;PLACE LEON BLUM
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 14, RUE DURANTI;14;;75011;RUE DURANTI
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 15, COUR DEBILLE;15;;75011;COUR DEBILLE
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 9, RUE SERVAN;9;;75011;RUE SERVAN
MAIRIE DU 11E;Crèche collective;CRÈCHE FAMILIALE 3-11, PASSAGE BULLOURDE;3;;75011;PASSAGE BULLOURDE
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE (MINI CRÈCHE) 21, RUE DE VAUCOULEURS - ART 30;21;;75011;RUE DE VAUCOULEURS
MAIRIE DU 11E;Halte-garderie;HALTE-GARDERIE 114, RUE JEAN PIERRE TIMBAUD;114;;75011;RUE JEAN-PIERRE TIMBAUD
MAIRIE DU 11E;Crèche familiale;CRÈCHE FAMILIALE 108-110, RUE SAINT MAUR;108;;75011;RUE SAINT-MAUR
MAIRIE DU 11E;Terrain d'éducation physique;TEP THIERE;9;T;75011;PASSAGE THIERE
MAIRIE DU 11E;Terrain de boules;TERRAIN DE BOULES MENILMONTANT;51;;75011;BOULEVARD DE MENILMONTANT
MAIRIE DU 11E;Gymnase;GYMNASE GEORGES RIGAL;115;;75011;BOULEVARD DE CHARONNE
MAIRIE DU 11E;Gymnase;GYMNASE MAURICE BERLEMONT;22;;75011;RUE DE L' ORILLON
MAIRIE DU 11E;Gymnase;GYMNASE PHILIPPE-AUGUSTE;68;;75011;AVENUE PHILIPPE-AUGUSTE
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 253 BIS AV DAUMESNIL;253;B;75012;AVENUE DAUMESNIL
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 28 RUE BRECHE AUX LOUPS;28;;75012;RUE DE LA BRECHE AUX LOUPS
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 40 RUE JACQUES HILLAIRET;40;;75012;RUE JACQUES HILLAIRET
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 56 RUE PICPUS;56;;75012;RUE DE PICPUS
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 7 RUE JEAN BOUTON;7;;75012;RUE JEAN BOUTON
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 4 RUE BIGNON;4;;75012;RUE BIGNON
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 8 RUE CHARLES BAUDELAIRE;8;;75012;RUE CHARLES BAUDELAIRE
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 83 AV GENERAL MICHEL BIZOT;83;;75012;AVENUE DU GENERAL MICHEL BIZOT
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 18 RUE BRECHE AUX LOUPS;18;;75012;RUE DE LA BRECHE AUX LOUPS
MAIRIE DU 12E;Mairie d'arrondissement;MAIRIE DU 12E ARRONDISSEMENT;130;;75012;AVENUE DAUMESNIL
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE CHARLES PEGUY;21;;75012;RUE ROTTEMBOURG
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;JARDIN DEBERGUE-RENDEZ-VOUS;30;;75012;RUE DU RENDEZ-VOUS
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE FREDERIC ROSSIF;175;;75012;RUE DE CHARENTON
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE HECTOR MALOT;17;;75012;RUE HECTOR MALOT
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE FERNAND FOUREAU;2;;75012;AVENUE DE LA PORTE DE VINCENNES
MAIRIE DU 12E;Jardinet décoratif, plate-bande;JARDINETS DE LA MAIRIE DU XIIEME;1;;75012;RUE DESCOS
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 295, RUE DE CHARENTON;295;;75012;RUE DE CHARENTON
MAIRIE DU 12E;Crèche collective;MINI CRÈCHE 49, RUE FRANÇOIS TRUFFAUT;49;;75012;RUE FRANCOIS TRUFFAUT
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 6, RUE EUGÉNIE ÉBOUÉ;6;;75012;RUE EUGENIE EBOUE
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 72, AVENUE DAUMESNIL;72;;75012;AVENUE DAUMESNIL
MAIRIE DU 12E;Halte-garderie;HALTE-GARDERIE 8, IMPASSE BARRIER - ART 30;8;;75012;IMPASSE BARRIER
MAIRIE DU 12E;Crèche familiale;CRÈCHE FAMILIALE 43, RUE DE PICPUS;43;;75012;RUE DE PICPUS
MAIRIE DU 12E;Terrain d'éducation physique;TEP COTTE;6;;75012;RUE DE COTTE
MAIRIE DU 12E;Terrain d'éducation physique;CITY STADE DE BERCY;10;B;75012;PLACE LEONARD BERNSTEIN
MAIRIE DU 12E;Gymnase;GYMNASE LEON MOTTOT;17;;75012;CITÉ MOYNET
MAIRIE DU 12E;Gymnase;GYMNASE PICPUS;56;;75012;RUE DE PICPUS
MAIRIE DU 12E;Gymnase;GYMNASE REUILLY;43;;75012;ALLÉE VIVALDI
MAIRIE DU 12E;Centre d'animation;CENTRE D'ANIMATION REUILLY;19;;75012;RUE ANTOINE-JULIEN HENARD
MAIRIE DU 13E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE ITALIE;211;;75013;BOULEVARD VINCENT AURIOL
MAIRIE DU 13E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE-VIDEOTHEQUE MUNICIPALE JEAN-PIERRE MELVILLE;79;;75013;RUE NATIONALE
MAIRIE DU 13E;Conservatoire;CONSERVATOIRE MUNICIPAL MAURICE RAVEL;21;;75013;RUE ALBERT BAYET
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 103 RUE CHATEAU DES RENTIERS;103;;75013;RUE DU CHATEAU DES RENTIERS
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 17 RUE POINTE D'IVRY;17;;75013;RUE DE LA POINTE D'IVRY
MAIRIE DU 13E;Piscine;PISCINE CHATEAU DES RENTIERS;184;;75013;RUE DU CHATEAU DES RENTIERS
MAIRIE DU 13E;Piscine;PISCINE DUNOIS;70;;75013;RUE DUNOIS
MAIRIE DU 13E;Centre d'animation;CENTRE D'ANIMATION OUDINE;5;;75013;RUE EUGENE OUDINE
MAIRIE DU 14E;Bibliothèque;BIBLIOTHEQUE MUNICIPALE GEORGES BRASSENS;38;;75014;RUE GASSENDI
MAIRIE DU 14E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE PLAISANCE;5;;75014;RUE DE RIDDER
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 15 RUE ANTOINE CHANTIN;15;;75014;RUE ANTOINE CHANTIN
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 23 RUE BOULARD;23;;75014;RUE BOULARD
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 55 RUE SARRETTE;55;;75014;RUE SARRETTE
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 77 RUE TOMBE ISSOIRE;77;;75014;RUE DE LA TOMBE ISSOIRE
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 46 RUE BOULARD;46;;75014;RUE BOULARD
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 48 RUE HIPPOLYTE MAINDRON;48;;75014;RUE HIPPOLYTE MAINDRON
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 7 RUE ASSELINE;7;;75014;RUE ASSELINE
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 5 SQ ALAIN-FOURNIER;5;;75014;SQUARE ALAIN FOURNIER
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 28 RUE PIERRE LAROUSSE;28;;75014;RUE PIERRE LAROUSSE
MAIRIE DU 14E;Mairie d'arrondissement;MAIRIE DU 14E ARRONDISSEMENT;2;B;75014;PLACE FERDINAND BRUNOT
MAIRIE DU 14E;Annexe de Mairie d'arrondissement;MAIRIE ANNEXE DU 14E ARRONDISSEMENT;26;;75014;RUE MOUTON-DUVERNET
MAIRIE DU 14E;Maison des associations, locaux associatifs;LOCAUX ASSOCIATIFS 40 RUE BOULARD;40;;75014;RUE BOULARD
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN DU GYMNASE ALICE MILLIAT;11;q;75014;RUE D' ALESIA
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE DU CARDINAL WYSZINSKI;54;;75014;RUE VERCINGETORIX
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE DU PERE PLUMIER;112;;75014;RUE VERCINGETORIX
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE FREDERIC BAZILLE;18;;75014;RUE JACQUIER
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE GEORGES LAMARQUE;8;;75014;PLACE DENFERT-ROCHEREAU
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE PATURLE;1;;75014;RUE PATURLE
MAIRIE DU 14E;Jardinet décoratif, plate-bande;JARDINET DE LEGLISE SAINT PIERRE DE MONTROUGE;205;;75014;AVENUE DU MAINE
MAIRIE DU 14E;Jardinet décoratif, plate-bande;JARDINET DE LA MAIRIE ANNEXE DU XIVEME;26;;75014;RUE MOUTON-DUVERNET
MAIRIE DU 14E;Jardinet décoratif, plate-bande;PLATE-BANDE DE LA RUE FROIDEVAUX;50;;75014;RUE FROIDEVAUX
MAIRIE DU 14E;Terre-plein, jardinière;JARDINIERE DE LA RUE VERCINGETORIX;1;;75014;RUE VERCINGETORIX
MAIRIE DU 14E;Pigeonnier;PIGEONNIER BRUNE-VERCINGÉTORIX;3;;75014;BOULEVARD BRUNE
MAIRIE DU 14E;Crèche collective;CRÈCHE COLLECTIVE 1, RUE DES MARINIERS;1;1;75014;RUE DES MARINIERS
MAIRIE DU 14E;Crèche collective;CRÈCHE COLLECTIVE 130, RUE DE L'OUEST;130;;75014;RUE DE L' OUEST
MAIRIE DU 14E;Crèche collective;CRÈCHE COLLECTIVE 15, RUE BARDINET;15;;75014;RUE BARDINET
MAIRIE DU 14E;Crèche collective;CRÈCHE COLLECTIVE 28, RUE HIPPOLYTE MAINDRON;28;;75014;RUE HIPPOLYTE MAINDRON
MAIRIE DU 15E;Ecole maternelle & annexes;ANNEXE MATERNELLE DU 56 AV FELIX FAURE;78;;75015;RUE DE L' EGLISE
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 15 RUE ARISTIDE MAILLOL;15;;75015;RUE ARISTIDE MAILLOL
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 RUE THEODORE DECK;2;;75015;RUE THEODORE DECK
MAIRIE DU 15E;Ecole maternelle & annexes;ECOLE MATERNELLE 9 RUE VARET;9;;75015;RUE VARET
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 5 AV PORTE BRANCION;5;;75015;AVENUE DE LA PORTE BRANCION
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 21 RUE DUPLEIX;21;;75015;RUE DUPLEIX
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 12 RUE SAINT-LAMBERT;12;;75015;RUE SAINT-LAMBERT
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 12 RUE FONDARY;12;;75015;RUE FONDARY
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 14 RUE FRANCOIS COPPEE;14;;75015;RUE FRANCOIS COPPEE
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 146 AV FELIX FAURE;146;;75015;AVENUE FELIX FAURE
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 20 RUE FALGUIERE;20;;75015;RUE FALGUIERE
MAIRIE DU 15E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 27 RUE OLIVIER DE SERRES;27;;75015;RUE OLIVIER DE SERRES
MAIRIE DU 15E;Ecole polyvalente;ECOLE POLYVALENTE 78 RUE CONVENTION;78;;75015;RUE DE LA CONVENTION
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE DE L'OISEAU LUNAIRE;43;;75015;RUE BLOMET
MAIRIE DU 15E;Promenade ouverte, mail planté, jardin, square;SQUARE VIOLET;4;B;75015;PLACE VIOLET
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 10, RUE DE L'INGÉNIEUR ROBERT KELLER;10;;75015;RUE DE L' INGENIEUR ROBERT KELLER
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 18, RUE VIALA - ART 30 OEUVRE CROIX ST SIMON;18;;75015;RUE VIALA
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 15, RUE MODIGLIANI;15;;75015;RUE MODIGLIANI
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 32, RUE EDGAR FAURE;32;;75015;RUE EDGAR FAURE
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 44, RUE DES MORILLONS;44;;75015;RUE DES MORILLONS
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 59, AVENUE EMILE ZOLA;59;;75015;AVENUE EMILE ZOLA
MAIRIE DU 15E;Crèche collective;CRÈCHE COLLECTIVE 73, AVENUE FÉLIX FAURE  - FOND DE COUR;73;;75015;AVENUE FELIX FAURE
MAIRIE DU 15E;Crèche familiale;CRÈCHE FAMILIALE 16, ALLÉE DES FRÈRES VOISIN;16;;75015;ALLEE DES FRERES VOISIN
MAIRIE DU 15E;Terrain d'éducation physique;TEP CROIX-NIVERT;107;;75015;RUE DE LA CROIX NIVERT
MAIRIE DU 15E;Terrain d'éducation physique;TEP RENE ET ANDRE MOURLON;19;;75015;RUE GASTON DE CAILLAVET
MAIRIE DU 15E;Terrain d'éducation physique;TEP DUPLEIX;;;;BOULEVARD DE GRENELLE
MAIRIE DU 15E;Gymnase;GYMNASE DE LA CROIX-NIVERT;107;;75015;RUE DE LA CROIX NIVERT
MAIRIE DU 15E;Gymnase;GYMNASE OLIVIER DE SERRES;99;;75015;RUE OLIVIER DE SERRES
MAIRIE DU 15E;Piscine;PISCINE RENE ET ANDRE MOURLON;19;;75015;RUE GASTON DE CAILLAVET
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 18 RUE SERGE PROKOFIEV;18;;75016;RUE SERGE PROKOFIEV
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 20 RUE PAUL VALERY;20;;75016;RUE PAUL VALERY
MAIRIE DU 16E;Ecole maternelle & annexes;ECOLE MATERNELLE 9 RUE BOULAINVILLIERS;9;;75016;RUE DE BOULAINVILLIERS
MAIRIE DU 16E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 23 AV PARC DES PRINCES;23;;75016;AVENUE DU PARC DES PRINCES
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;SQUARE ALFRED CAPUS;118;;75016;BOULEVARD SUCHET
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;SQUARE BRIGNOLE - MUSEE GALLIERA;10;;75016;AVENUE PIERRE IER DE SERBIE
MAIRIE DU 16E;Promenade ouverte, mail planté, jardin, square;SQUARE CLAUDE DEBUSSY;49;;75016;AVENUE DU MARECHAL FAYOLLE
MAIRIE DU 16E;Jardinet décoratif, plate-bande;JARDINET DE LA GARE DAUTEUIL;4;;75016;PLACE DE LA PORTE D'AUTEUIL
MAIRIE DU 16E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE GROS;18;;75016;RUE GROS
MAIRIE DU 16E;Pigeonnier;PIGEONNIER DU 16 ARRONDISSEMENT;3;V;75016;VOIE CC/16 (situé sur le talus du BP sortie BP intérieur Porte de St Cloud)
MAIRIE DU 16E;Crèche collective;CRÈCHE COLLECTIVE 17, RUE DE CHAILLOT;17;;75016;RUE DE CHAILLOT
MAIRIE DU 16E;Crèche collective;CRÈCHE COLLECTIVE 2, RUE DU GÉNÉRAL GROSSETTI;2;;75016;RUE DU GENERAL GROSSETTI
MAIRIE DU 16E;Halte-garderie;HALTE-GARDERIE 35, RUE CLAUDE TERRASSE;35;;75016;RUE CLAUDE TERRASSE
MAIRIE DU 16E;Terrain de tennis;TENNIS NIOX;2;;75016;RUE DU GENERAL NIOX
MAIRIE DU 17E;Ecole maternelle & annexes;ECOLE MATERNELLE 21 RUE CAPITAINE LAGACHE;21;;75017;RUE DU CAPITAINE LAGACHE
MAIRIE DU 17E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 221 BD PEREIRE;221;;75017;BOULEVARD PEREIRE
MAIRIE DU 17E;Ecole polyvalente;ECOLE POLYVALENTE 15 RUE TRUFFAUT;15;;75017;RUE TRUFFAUT
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;JARDIN LILY LASKINE;5;;75017;RUE DU CAPORAL PEUGEOT
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;PROMENADE PEREIRE;87;b;75017;AVENUE DES TERNES
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;SQUARE JEAN LECLAIRE;44;t;75017;RUE LANTIEZ
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 16, AVENUE BRUNETIÈRE;16;;75017;AVENUE BRUNETIERE
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 21, RUE DE L'ETOILE;21;;75017;RUE DE L' ETOILE
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 25, RUE CURNONSKY;25;;75017;RUE CURNONSKY
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 37, RUE BAYEN;37;;75017;RUE BAYEN
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 52-54, RUE NOLLET;52;;75017;RUE NOLLET
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 9, RUE LECOMTE;9;B;75017;RUE LECOMTE
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 20 BIS, RUE DES BATIGNOLLES;20;b;75017;RUE DES BATIGNOLLES
MAIRIE DU 17E;Halte-garderie;HALTE-GARDERIE 43, RUE GAUTHEY;43;;75017;RUE GAUTHEY
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 60 RUE RENE BINET;60;;75018;RUE RENE BINET
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 72 RUE CHAMPIONNET;72;;75018;RUE CHAMPIONNET
MAIRIE DU 18E;Crèche collective;CRÈCHE COUR DU MAROC;45;;75018;RUE D' AUBERVILLIERS
MAIRIE DU 18E;Crèche collective;MINI CRÈCHE 44, RUE LÉON;44;;75018;RUE LEON
MAIRIE DU 18E;Halte-garderie;HALTE-GARDERIE 13, RUE CHARLES HERMITE;13;;75018;RUE CHARLES HERMITE
MAIRIE DU 18E;Halte-garderie;HALTE-GARDERIE 15, RUE CAILLIÉ;15;;75018;RUE CAILLIE
MAIRIE DU 18E;Halte-garderie;HALTE-GARDERIE 2, RUE GABRIELLE - ART 30;2;;75018;RUE GABRIELLE
MAIRIE DU 18E;Jardin d'enfants OPAC;JARDIN D'ENFANTS OPAC 5, RUE JEAN VARENNE;5;;75018;RUE JEAN VARENNE
MAIRIE DU 18E;Terrain d'éducation physique;TEP TRISTAN TZARA;11;;75018;RUE TRISTAN TZARA
MAIRIE DU 18E;Terrain de tennis;TENNIS CHAMPIONNET;172;;75018;RUE CHAMPIONNET
MAIRIE DU 18E;Gymnase;GYMNASE DOUDEAUVILLE;82;;75018;RUE DOUDEAUVILLE
MAIRIE DU  3E;Halte-garderie;HALTE-GARDERIE 2, RUE BAILLY;2;;75003;RUE BAILLY
MAIRIE DU  4E;Bibliothèque;BIBLIOTHEQUE MUNICIPALE BAUDOYER;2;;75004;PLACE BAUDOYER
MAIRIE DU  4E;Ecole maternelle & annexes;ECOLE MATERNELLE 18 RUE POULLETIER;18;;75004;RUE POULLETIER
MAIRIE DU  4E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS 30 BD HENRI IV;38;;75004;BOULEVARD HENRI IV
MAIRIE DU  4E;Promenade ouverte, mail planté, jardin, square;JARDIN MARIE TRINTIGNANT;17;;75004;RUE DE L' AVE MARIA
MAIRIE DU  4E;Promenade ouverte, mail planté, jardin, square;SQUARE ALBERT SCHWEITZER;10;;75004;RUE DE L' HOTEL DE VILLE
MAIRIE DU  4E;Promenade ouverte, mail planté, jardin, square;SQUARE DE L'ILE DE FRANCE;1;;75004;QUAI DE L' ARCHEVECHE
MAIRIE DU  4E;Pigeonnier;PIGEONNIER DU 04 ARRONDISSEMENT;;;75004;
MAIRIE DU  4E;Halte-garderie;HALTE-GARDERIE 21, RUE DES BLANCS MANTEAUX;21;;75004;RUE DES BLANCS MANTEAUX
MAIRIE DU  4E;Centre d'animation;CENTRE D'ANIMATION SIMON LE FRANC;9;;75004;RUE SIMON LE FRANC
MAIRIE DU  5E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE BUFFON;15;B;75005;RUE BUFFON
MAIRIE DU  5E;Ecole maternelle & annexes;ECOLE MATERNELLE 15 BIS RUE BUFFON;15;B;75005;RUE BUFFON
MAIRIE DU  5E;Ecole maternelle & annexes;ECOLE MATERNELLE 23 RUE CUJAS;23;;75005;RUE CUJAS
MAIRIE DU  5E;Ecole maternelle & annexes;ECOLE MATERNELLE 27 RUE POISSY;27;;75005;RUE DE POISSY
MAIRIE DU  5E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 41 RUE ARBALETE;41;;75005;RUE DE L' ARBALETE
MAIRIE DU  5E;Ecole élémentaire & annexes;ANNEXE ECOLE ÉLÉMENTAIRE DU 21 RUE BUFFON;11;;75005;RUE BUFFON
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;JARDIN DU MONUMENT RONSARD;16;;75005;RUE JEAN DE BEAUVAIS
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;SQUARE RESTIF DE LA BRETONNE;2;;75005;RUE DE LA BUCHERIE
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;SQUARE ROBERT MONTAGNE;10;b;75005;RUE LARREY
MAIRIE DU  5E;Jardinet décoratif, plate-bande;JARDINET DU QUAI DE MONTEBELLO;27;;75005;QUAI DE MONTEBELLO
MAIRIE DU  5E;Jardinet décoratif, plate-bande;PLATES BANDES DE L'EGLISE SAINT-NICOLAS DU CHARDONNET;26;;75005;RUE SAINT-VICTOR
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 10, RUE SAINT MÉDARD;10;;75005;RUE SAINT-MEDARD
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 11, RUE CENSIER;11;;75005;RUE CENSIER
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 48, RUE LACÉPÈDE;48;;75005;RUE LACEPEDE
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 6-12, RUE DES PRÊTRES SAINT SÉVERIN;6;;75005;RUE DES PRETRES SAINT-SEVERIN
MAIRIE DU  5E;Crèche collective;CRÈCHE COLLECTIVE 7, RUE DES LYONNAIS;7;;75005;RUE DES LYONNAIS
MAIRIE DU  6E;Conservatoire;CONSERVATOIRE MUNICIPAL JP RAMEAU;3;T;75006;RUE MABILLON
MAIRIE DU  6E;Jardinet décoratif, plate-bande;JARDINET DU BOULEVARD SAINT-GERMAIN;7;;75006;PLACE SAINT-GERMAIN DES PRES
MAIRIE DU  6E;Jardinet décoratif, plate-bande;JARDINET DE LA SACRISTIE DE L'EGLISE SAINT GERMAIN DES PRES;9;;75006;RUE DE L' ABBAYE
MAIRIE DU  6E;Crèche collective;CRÈCHE COLLECTIVE 15, RUE VISCONTI;15;;75006;RUE VISCONTI
MAIRIE DU  6E;Crèche collective;HALTE-CRÈCHE 6, RUE FÉLIBIEN;6;;75006;RUE FELIBIEN
MAIRIE DU  7E;Ecole maternelle & annexes;ECOLE MATERNELLE 17 RUE VERNEUIL;17;;75007;RUE DE VERNEUIL
MAIRIE DU  7E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 42 AV DUQUESNE;42;;75007;AVENUE DUQUESNE
MAIRIE DU  7E;Promenade ouverte, mail planté, jardin, square;SQUARE BOUCICAUT;1;;75007;RUE DE BABYLONE
MAIRIE DU  7E;Crèche collective;CRÈCHE COLLECTIVE 145, RUE DE L'UNIVERSITÉ;145;;75007;RUE DE L' UNIVERSITE
MAIRIE DU  7E;Salles de sports;SALLE DE SPORT MASSERAN;6;;75007;RUE MASSERAN
MAIRIE DU  8E;Mairie d'arrondissement;MAIRIE DU 8E ARRONDISSEMENT;3;;75008;RUE DE LISBONNE
MAIRIE DU  8E;Promenade ouverte, mail planté, jardin, square;PROMENADE DU COURS ALBERT 1ER;5;;75008;COURS ALBERT IER
MAIRIE DU  8E;Promenade ouverte, mail planté, jardin, square;PROMENADE DU COURS LA REINE;19;;75008;COURS LA REINE
MAIRIE DU  8E;Promenade ouverte, mail planté, jardin, square;SQUARE LOUIS XVI;29;;75008;RUE PASQUIER
MAIRIE DU  8E;Centre d'animation;CENTRE D'ANIMATION ESPACE BEAUJON;208;;75008;RUE DU FAUBOURG SAINT-HONORE
MAIRIE DU  9E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 15 RUE TURGOT;15;;75009;RUE TURGOT
MAIRIE DU  9E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 16 RUE VICTOIRE;16;;75009;RUE DE LA VICTOIRE
MAIRIE DU  9E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 21 RUE MILTON;21;;75009;RUE MILTON
MAIRIE DU  9E;Promenade ouverte, mail planté, jardin, square;SQUARE D'ESTIENNE D'ORVES DIT DE LA TRINITE;1;;75009;PLACE D' ESTIENNE D'ORVES
MAIRIE DU  9E;Jardinet décoratif, plate-bande;JARDIN CROMOT-DU BOURG;9;;75009;RUE CADET
MAIRIE DU  9E;Terre-plein, jardinière;JARDINET DE LA RUE CHAPTAL;26;;75009;RUE CHAPTAL
